shop_no,ord_dt,abuse_yn
43A4D9829F5991A86E4C1831AC30F922,2020-09-11,0
43A4D9829F5991A86E4C1831AC30F922,2020-09-12,0
43A4D9829F5991A86E4C1831AC30F922,2020-09-13,0
43A4D9829F5991A86E4C1831AC30F922,2020-09-14,0
43A4D9829F5991A86E4C1831AC30F922,2020-09-15,0
43A9E1AC016C9BE18B1979BC9086ED08,2020-09-11,0
43A9E1AC016C9BE18B1979BC9086ED08,2020-09-12,0
43A9E1AC016C9BE18B1979BC9086ED08,2020-09-13,0
43A9E1AC016C9BE18B1979BC9086ED08,2020-09-14,0
43A9E1AC016C9BE18B1979BC9086ED08,2020-09-15,0
43ADEA75EBBA0738511AA70F0F594E66,2020-09-11,0
43ADEA75EBBA0738511AA70F0F594E66,2020-09-12,0
43ADEA75EBBA0738511AA70F0F594E66,2020-09-13,0
43ADEA75EBBA0738511AA70F0F594E66,2020-09-14,0
43ADEA75EBBA0738511AA70F0F594E66,2020-09-15,0
43AED47BA7E043884AD44ED63E3747C2,2020-09-13,0
43AED47BA7E043884AD44ED63E3747C2,2020-09-14,0
43AED47BA7E043884AD44ED63E3747C2,2020-09-15,0
43B02DCB159FF937A86A40A8FC0C6EE3,2020-09-11,0
43B02DCB159FF937A86A40A8FC0C6EE3,2020-09-12,0
43B02DCB159FF937A86A40A8FC0C6EE3,2020-09-13,0
43B02DCB159FF937A86A40A8FC0C6EE3,2020-09-14,0
43B02DCB159FF937A86A40A8FC0C6EE3,2020-09-15,0
43B3566C8E37CBD13A792E4E298D6A21,2020-09-11,0
43B3566C8E37CBD13A792E4E298D6A21,2020-09-12,0
43B3566C8E37CBD13A792E4E298D6A21,2020-09-13,0
43B3566C8E37CBD13A792E4E298D6A21,2020-09-14,0
43B3566C8E37CBD13A792E4E298D6A21,2020-09-15,0
43B46FB66DAF0BD05E9677F2B2C1475F,2020-09-13,0
43B46FB66DAF0BD05E9677F2B2C1475F,2020-09-15,0
43B6DA2A62912035EF6A47877A89BAF2,2020-09-11,0
43B6DA2A62912035EF6A47877A89BAF2,2020-09-12,0
43B6DA2A62912035EF6A47877A89BAF2,2020-09-13,0
43B6DA2A62912035EF6A47877A89BAF2,2020-09-14,0
43B6DA2A62912035EF6A47877A89BAF2,2020-09-15,0
43BB76AB439019D135C4EC8A640F2AE2,2020-09-11,0
43BB76AB439019D135C4EC8A640F2AE2,2020-09-12,0
43BB76AB439019D135C4EC8A640F2AE2,2020-09-13,0
43BB76AB439019D135C4EC8A640F2AE2,2020-09-14,0
43BB76AB439019D135C4EC8A640F2AE2,2020-09-15,0
43C56D8F1E3BDF18F02B66EA1279FD32,2020-09-11,0
43C56D8F1E3BDF18F02B66EA1279FD32,2020-09-12,0
43C56D8F1E3BDF18F02B66EA1279FD32,2020-09-14,0
43C56D8F1E3BDF18F02B66EA1279FD32,2020-09-15,0
43C719DB46FE4122FFF3B81F669D93FC,2020-09-11,0
43CCAC5C7F9924D9C778936D8B771AFB,2020-09-12,0
43CCAC5C7F9924D9C778936D8B771AFB,2020-09-13,0
43D2AF78EB4191DC66FD79202F69F879,2020-09-11,0
43D2AF78EB4191DC66FD79202F69F879,2020-09-12,0
43D2AF78EB4191DC66FD79202F69F879,2020-09-14,0
43D2AF78EB4191DC66FD79202F69F879,2020-09-15,0
43D39494E97B23AB4F9ED979AE61DFF2,2020-09-11,0
43D39494E97B23AB4F9ED979AE61DFF2,2020-09-12,0
43D39494E97B23AB4F9ED979AE61DFF2,2020-09-13,0
43D39494E97B23AB4F9ED979AE61DFF2,2020-09-14,0
43D39494E97B23AB4F9ED979AE61DFF2,2020-09-15,0
43DD3B37F94F6F2B053AE688AD546191,2020-09-11,0
43DD3B37F94F6F2B053AE688AD546191,2020-09-12,0
43DD3B37F94F6F2B053AE688AD546191,2020-09-14,0
43DD3B37F94F6F2B053AE688AD546191,2020-09-15,0
43E33AE7EEE804760ADF0816C9FFFAE9,2020-09-11,0
43E33AE7EEE804760ADF0816C9FFFAE9,2020-09-12,0
43E33AE7EEE804760ADF0816C9FFFAE9,2020-09-13,0
43E33AE7EEE804760ADF0816C9FFFAE9,2020-09-14,0
43E33AE7EEE804760ADF0816C9FFFAE9,2020-09-15,0
43EB97F0D0C4D52738C07554C70A4143,2020-09-11,0
43EB97F0D0C4D52738C07554C70A4143,2020-09-12,0
43EB97F0D0C4D52738C07554C70A4143,2020-09-13,0
43EB97F0D0C4D52738C07554C70A4143,2020-09-15,0
43EC7581F898B3E68E992BE99B39B863,2020-09-11,0
43EC7581F898B3E68E992BE99B39B863,2020-09-12,0
43EC7581F898B3E68E992BE99B39B863,2020-09-13,0
43EC7581F898B3E68E992BE99B39B863,2020-09-14,0
43EC7581F898B3E68E992BE99B39B863,2020-09-15,0
43ECCA5FB2E9086D2315380DE16BC8A3,2020-09-11,0
43ECCA5FB2E9086D2315380DE16BC8A3,2020-09-12,0
43ECCA5FB2E9086D2315380DE16BC8A3,2020-09-13,0
43ECCA5FB2E9086D2315380DE16BC8A3,2020-09-14,0
43ECCA5FB2E9086D2315380DE16BC8A3,2020-09-15,0
43EE80F26840BF948C13983ED701FBE0,2020-09-11,0
43EE80F26840BF948C13983ED701FBE0,2020-09-12,0
43EE80F26840BF948C13983ED701FBE0,2020-09-13,0
43EE80F26840BF948C13983ED701FBE0,2020-09-14,0
43EE80F26840BF948C13983ED701FBE0,2020-09-15,0
43F2C118C4E13B6282898D0A93940110,2020-09-11,0
43F2C118C4E13B6282898D0A93940110,2020-09-12,0
43F2C118C4E13B6282898D0A93940110,2020-09-13,0
43F2C118C4E13B6282898D0A93940110,2020-09-14,0
43F2C118C4E13B6282898D0A93940110,2020-09-15,0
43F7EE230FE1908E3470497B5AB60BC1,2020-09-11,0
43F7EE230FE1908E3470497B5AB60BC1,2020-09-12,0
43F7EE230FE1908E3470497B5AB60BC1,2020-09-13,0
43F7EE230FE1908E3470497B5AB60BC1,2020-09-14,0
43F9F317F4E50D4570895671F976D397,2020-09-12,0
43F9F317F4E50D4570895671F976D397,2020-09-13,0
43F9F317F4E50D4570895671F976D397,2020-09-14,0
440127084FD4727878DF18AA8B31926B,2020-09-14,0
4402797D7B24DA7BE774C14177BE4B83,2020-09-11,0
4402797D7B24DA7BE774C14177BE4B83,2020-09-12,0
4402797D7B24DA7BE774C14177BE4B83,2020-09-13,0
4402797D7B24DA7BE774C14177BE4B83,2020-09-14,0
4402797D7B24DA7BE774C14177BE4B83,2020-09-15,0
440A0484178F53177FA2503F459F9E36,2020-09-11,0
440A0484178F53177FA2503F459F9E36,2020-09-12,0
440A0484178F53177FA2503F459F9E36,2020-09-13,0
440A0484178F53177FA2503F459F9E36,2020-09-14,0
440A0484178F53177FA2503F459F9E36,2020-09-15,0
440DCC4506DDCB1FF96C8ECE52400C02,2020-09-11,0
440DCC4506DDCB1FF96C8ECE52400C02,2020-09-12,0
440DCC4506DDCB1FF96C8ECE52400C02,2020-09-13,0
440DCC4506DDCB1FF96C8ECE52400C02,2020-09-14,0
440DCC4506DDCB1FF96C8ECE52400C02,2020-09-15,0
441D7ECD81E96DE2C7F8C5907D9E5842,2020-09-11,0
441D7ECD81E96DE2C7F8C5907D9E5842,2020-09-12,0
441D7ECD81E96DE2C7F8C5907D9E5842,2020-09-13,0
441D7ECD81E96DE2C7F8C5907D9E5842,2020-09-14,0
441D7ECD81E96DE2C7F8C5907D9E5842,2020-09-15,0
442239DB8F2DC17849BF9E27A8A75F0F,2020-09-11,0
442239DB8F2DC17849BF9E27A8A75F0F,2020-09-12,0
442239DB8F2DC17849BF9E27A8A75F0F,2020-09-13,0
442239DB8F2DC17849BF9E27A8A75F0F,2020-09-14,0
442239DB8F2DC17849BF9E27A8A75F0F,2020-09-15,0
4422701173FD761C1822059FFA1761C1,2020-09-12,0
4422701173FD761C1822059FFA1761C1,2020-09-13,0
442F6BFDF717831AE1B471A93B56496B,2020-09-11,0
442F6BFDF717831AE1B471A93B56496B,2020-09-12,0
442F6BFDF717831AE1B471A93B56496B,2020-09-13,0
442F6BFDF717831AE1B471A93B56496B,2020-09-14,0
442F6BFDF717831AE1B471A93B56496B,2020-09-15,0
4433DD116549096CAD59C913A348C0B5,2020-09-11,0
4433DD116549096CAD59C913A348C0B5,2020-09-12,0
4433DD116549096CAD59C913A348C0B5,2020-09-13,0
4433DD116549096CAD59C913A348C0B5,2020-09-15,0
4434C7D8AAA23FDFE9CC924FDC29D80C,2020-09-11,0
4434C7D8AAA23FDFE9CC924FDC29D80C,2020-09-12,0
4434C7D8AAA23FDFE9CC924FDC29D80C,2020-09-14,0
4434C7D8AAA23FDFE9CC924FDC29D80C,2020-09-15,0
443532D20CFC0A096A4EEFC834CEB0D9,2020-09-11,0
443532D20CFC0A096A4EEFC834CEB0D9,2020-09-12,0
443532D20CFC0A096A4EEFC834CEB0D9,2020-09-13,0
443532D20CFC0A096A4EEFC834CEB0D9,2020-09-14,0
4436FB0F59D7839C502E593E7AA2D0FC,2020-09-11,0
4436FB0F59D7839C502E593E7AA2D0FC,2020-09-12,0
4436FB0F59D7839C502E593E7AA2D0FC,2020-09-13,0
4436FB0F59D7839C502E593E7AA2D0FC,2020-09-14,0
4438FF9E0D919B3038639999E7AF1441,2020-09-11,0
4438FF9E0D919B3038639999E7AF1441,2020-09-12,0
4438FF9E0D919B3038639999E7AF1441,2020-09-13,0
4438FF9E0D919B3038639999E7AF1441,2020-09-14,0
4438FF9E0D919B3038639999E7AF1441,2020-09-15,0
443A4A3B7C95BAEA158C0BC0C41524ED,2020-09-11,0
443A4A3B7C95BAEA158C0BC0C41524ED,2020-09-12,0
443A4A3B7C95BAEA158C0BC0C41524ED,2020-09-15,0
4440690EB396805055CB31E060EAE041,2020-09-13,0
4443448C665D896CEACDA6E23CC9323E,2020-09-11,0
4443448C665D896CEACDA6E23CC9323E,2020-09-12,0
4443448C665D896CEACDA6E23CC9323E,2020-09-13,0
4443448C665D896CEACDA6E23CC9323E,2020-09-14,0
4443448C665D896CEACDA6E23CC9323E,2020-09-15,0
44473FD265AAF366FC0B72EE5AE1499E,2020-09-11,0
44473FD265AAF366FC0B72EE5AE1499E,2020-09-12,0
44473FD265AAF366FC0B72EE5AE1499E,2020-09-13,0
44473FD265AAF366FC0B72EE5AE1499E,2020-09-14,0
44473FD265AAF366FC0B72EE5AE1499E,2020-09-15,0
4452120DB06C416EC24668E9D2EAF879,2020-09-11,0
4452120DB06C416EC24668E9D2EAF879,2020-09-12,0
4452120DB06C416EC24668E9D2EAF879,2020-09-13,0
4452120DB06C416EC24668E9D2EAF879,2020-09-15,0
4453809CD0AB4BEFDCFE128AFDE7CC28,2020-09-11,0
4453809CD0AB4BEFDCFE128AFDE7CC28,2020-09-12,0
4453809CD0AB4BEFDCFE128AFDE7CC28,2020-09-14,0
4453809CD0AB4BEFDCFE128AFDE7CC28,2020-09-15,0
4459244696FC2D8977413C101E1A799D,2020-09-11,0
4459244696FC2D8977413C101E1A799D,2020-09-12,0
4459244696FC2D8977413C101E1A799D,2020-09-13,0
4459244696FC2D8977413C101E1A799D,2020-09-15,0
445B1A1508BEF00E30041FFE26332099,2020-09-11,0
445B1A1508BEF00E30041FFE26332099,2020-09-12,0
445B1A1508BEF00E30041FFE26332099,2020-09-13,0
445B1A1508BEF00E30041FFE26332099,2020-09-14,0
445B1A1508BEF00E30041FFE26332099,2020-09-15,0
445F37875CDEC78BDD2A5124BC5D1C62,2020-09-13,0
445F37875CDEC78BDD2A5124BC5D1C62,2020-09-14,0
445F37875CDEC78BDD2A5124BC5D1C62,2020-09-15,0
4460B734F313C5C77A0F07D13905EBB6,2020-09-11,0
4460B734F313C5C77A0F07D13905EBB6,2020-09-12,0
446167C6FD382D4068AD3B59ADC0243F,2020-09-11,0
446167C6FD382D4068AD3B59ADC0243F,2020-09-15,0
44632A3A16BB22A2FC1C8F8B62D2C74C,2020-09-11,0
44632A3A16BB22A2FC1C8F8B62D2C74C,2020-09-12,0
44632A3A16BB22A2FC1C8F8B62D2C74C,2020-09-13,0
44632A3A16BB22A2FC1C8F8B62D2C74C,2020-09-15,0
4464CD796A318D25737587E998C19831,2020-09-11,0
4464CD796A318D25737587E998C19831,2020-09-12,0
4464CD796A318D25737587E998C19831,2020-09-13,0
4464CD796A318D25737587E998C19831,2020-09-15,0
4465E90B8CA184A0CB021457886AEC5B,2020-09-11,0
4465E90B8CA184A0CB021457886AEC5B,2020-09-12,0
4465E90B8CA184A0CB021457886AEC5B,2020-09-13,0
4465E90B8CA184A0CB021457886AEC5B,2020-09-14,0
4465E90B8CA184A0CB021457886AEC5B,2020-09-15,0
44694764D5782EA69CF201506BDC66A4,2020-09-11,0
44694764D5782EA69CF201506BDC66A4,2020-09-12,0
44694764D5782EA69CF201506BDC66A4,2020-09-13,0
44694764D5782EA69CF201506BDC66A4,2020-09-14,0
446E3BFC98C4F922C450AB9D9DC6058E,2020-09-11,0
446E3BFC98C4F922C450AB9D9DC6058E,2020-09-12,0
446E3BFC98C4F922C450AB9D9DC6058E,2020-09-13,0
446E3BFC98C4F922C450AB9D9DC6058E,2020-09-14,0
446E3BFC98C4F922C450AB9D9DC6058E,2020-09-15,0
446EF845A3DCB394AC85B84E12DBEE45,2020-09-11,0
446EF845A3DCB394AC85B84E12DBEE45,2020-09-12,0
446EF845A3DCB394AC85B84E12DBEE45,2020-09-13,0
446EF845A3DCB394AC85B84E12DBEE45,2020-09-14,0
446EF845A3DCB394AC85B84E12DBEE45,2020-09-15,0
44712E5F2E3D6A86FC9AFCA1F06CAEC0,2020-09-11,0
44712E5F2E3D6A86FC9AFCA1F06CAEC0,2020-09-12,0
44712E5F2E3D6A86FC9AFCA1F06CAEC0,2020-09-13,0
44712E5F2E3D6A86FC9AFCA1F06CAEC0,2020-09-14,0
44712E5F2E3D6A86FC9AFCA1F06CAEC0,2020-09-15,0
4474B8FD5DC41BFB8D6FD7703D6769E5,2020-09-11,0
4474B8FD5DC41BFB8D6FD7703D6769E5,2020-09-12,0
4474B8FD5DC41BFB8D6FD7703D6769E5,2020-09-13,0
4474B8FD5DC41BFB8D6FD7703D6769E5,2020-09-14,0
447AF67C27976BFDCE25A1B4F563AFD3,2020-09-11,0
447AF67C27976BFDCE25A1B4F563AFD3,2020-09-13,0
447AF67C27976BFDCE25A1B4F563AFD3,2020-09-14,0
447BFD3B5484C5E77EC947A318CFDD28,2020-09-11,0
447BFD3B5484C5E77EC947A318CFDD28,2020-09-13,0
447BFD3B5484C5E77EC947A318CFDD28,2020-09-14,0
447BFD3B5484C5E77EC947A318CFDD28,2020-09-15,0
4481E938C9D2E9D2A4D47EA1E611F840,2020-09-11,0
4481E938C9D2E9D2A4D47EA1E611F840,2020-09-12,0
4481E938C9D2E9D2A4D47EA1E611F840,2020-09-13,0
4481E938C9D2E9D2A4D47EA1E611F840,2020-09-14,0
4481E938C9D2E9D2A4D47EA1E611F840,2020-09-15,0
4485BD4F12BEBB2C46AA9F84D504C979,2020-09-11,0
4485BD4F12BEBB2C46AA9F84D504C979,2020-09-12,0
4485BD4F12BEBB2C46AA9F84D504C979,2020-09-13,0
4485BD4F12BEBB2C46AA9F84D504C979,2020-09-14,0
4485BD4F12BEBB2C46AA9F84D504C979,2020-09-15,0
4485EF2933CFE79FE5295D7EDE9709CC,2020-09-11,0
4485EF2933CFE79FE5295D7EDE9709CC,2020-09-12,0
4485EF2933CFE79FE5295D7EDE9709CC,2020-09-13,0
4485EF2933CFE79FE5295D7EDE9709CC,2020-09-14,0
4485EF2933CFE79FE5295D7EDE9709CC,2020-09-15,0
448E85F13E4EB4D536E217A5437BE6EE,2020-09-11,0
448E85F13E4EB4D536E217A5437BE6EE,2020-09-12,0
448E85F13E4EB4D536E217A5437BE6EE,2020-09-13,0
448E85F13E4EB4D536E217A5437BE6EE,2020-09-15,0
448FA38A6499FEC21EAE116928A06C79,2020-09-11,0
448FA38A6499FEC21EAE116928A06C79,2020-09-12,0
448FA38A6499FEC21EAE116928A06C79,2020-09-13,0
448FA38A6499FEC21EAE116928A06C79,2020-09-14,0
44972E2F5CB61792BB152E530E9FB818,2020-09-11,0
44972E2F5CB61792BB152E530E9FB818,2020-09-12,0
44972E2F5CB61792BB152E530E9FB818,2020-09-13,0
44972E2F5CB61792BB152E530E9FB818,2020-09-14,0
44972E2F5CB61792BB152E530E9FB818,2020-09-15,0
449C06B2867987522E085D7811840670,2020-09-11,0
449C06B2867987522E085D7811840670,2020-09-12,0
449C06B2867987522E085D7811840670,2020-09-13,0
449C06B2867987522E085D7811840670,2020-09-14,0
449C06B2867987522E085D7811840670,2020-09-15,0
44A450059BAA2A40A6812F0BD3D2D7DA,2020-09-12,0
44A450059BAA2A40A6812F0BD3D2D7DA,2020-09-15,0
44AEED16B57886C73E0DAEB7D59B33FA,2020-09-11,0
44AEED16B57886C73E0DAEB7D59B33FA,2020-09-13,0
44AEED16B57886C73E0DAEB7D59B33FA,2020-09-15,0
44AFA5DF58BDB66649D4DDE0AEA89102,2020-09-11,0
44AFA5DF58BDB66649D4DDE0AEA89102,2020-09-12,0
44B51C55932C59153F0B820328D88EA2,2020-09-11,0
44B51C55932C59153F0B820328D88EA2,2020-09-12,0
44B51C55932C59153F0B820328D88EA2,2020-09-13,0
44B51C55932C59153F0B820328D88EA2,2020-09-14,0
44B9AA4CCF0986DCD23B8E3D02B5E9D2,2020-09-11,0
44B9AA4CCF0986DCD23B8E3D02B5E9D2,2020-09-12,0
44B9AA4CCF0986DCD23B8E3D02B5E9D2,2020-09-13,0
44B9AA4CCF0986DCD23B8E3D02B5E9D2,2020-09-14,0
44B9AA4CCF0986DCD23B8E3D02B5E9D2,2020-09-15,0
44BD200B095B8E7F6E6F78E05F736423,2020-09-11,0
44BD200B095B8E7F6E6F78E05F736423,2020-09-12,0
44BD200B095B8E7F6E6F78E05F736423,2020-09-14,0
44BD200B095B8E7F6E6F78E05F736423,2020-09-15,0
44BED36D3A4AFC5AF6A695FA9284861A,2020-09-11,0
44BED36D3A4AFC5AF6A695FA9284861A,2020-09-12,0
44BED36D3A4AFC5AF6A695FA9284861A,2020-09-13,0
44BED36D3A4AFC5AF6A695FA9284861A,2020-09-14,0
44BED36D3A4AFC5AF6A695FA9284861A,2020-09-15,0
44C34B26AFDB03C1722C253223190F2E,2020-09-11,0
44C34B26AFDB03C1722C253223190F2E,2020-09-15,0
44CB62BD6F3650866A1FC4CE20A37FF1,2020-09-11,0
44CB62BD6F3650866A1FC4CE20A37FF1,2020-09-12,0
44CB62BD6F3650866A1FC4CE20A37FF1,2020-09-13,0
44CB62BD6F3650866A1FC4CE20A37FF1,2020-09-14,0
44CB62BD6F3650866A1FC4CE20A37FF1,2020-09-15,0
44CC9126293D123C99D8A5C879D8B1BB,2020-09-11,0
44CC9126293D123C99D8A5C879D8B1BB,2020-09-12,0
44CC9126293D123C99D8A5C879D8B1BB,2020-09-13,0
44CC9126293D123C99D8A5C879D8B1BB,2020-09-14,0
44CC9126293D123C99D8A5C879D8B1BB,2020-09-15,0
44CCECD06DD95380F6804225A76FA283,2020-09-11,0
44CCECD06DD95380F6804225A76FA283,2020-09-12,0
44CCECD06DD95380F6804225A76FA283,2020-09-13,0
44CCECD06DD95380F6804225A76FA283,2020-09-14,0
44CCECD06DD95380F6804225A76FA283,2020-09-15,0
44D1A2260DE8235B1DE930F224F03548,2020-09-11,0
44D1A2260DE8235B1DE930F224F03548,2020-09-12,0
44D1A2260DE8235B1DE930F224F03548,2020-09-13,0
44D1A2260DE8235B1DE930F224F03548,2020-09-14,0
44D1A2260DE8235B1DE930F224F03548,2020-09-15,0
44D2A9A8A0A6E0D6FDD5C8E6E7A331B7,2020-09-11,0
44D2A9A8A0A6E0D6FDD5C8E6E7A331B7,2020-09-12,0
44D2A9A8A0A6E0D6FDD5C8E6E7A331B7,2020-09-13,0
44D2A9A8A0A6E0D6FDD5C8E6E7A331B7,2020-09-14,0
44D2A9A8A0A6E0D6FDD5C8E6E7A331B7,2020-09-15,0
44D79CA18050FA41BB86F28337F659B8,2020-09-11,0
44D79CA18050FA41BB86F28337F659B8,2020-09-12,0
44D79CA18050FA41BB86F28337F659B8,2020-09-13,0
44D79CA18050FA41BB86F28337F659B8,2020-09-14,0
44D79CA18050FA41BB86F28337F659B8,2020-09-15,0
44DABDC4EBE6425176462915B098649B,2020-09-11,0
44DABDC4EBE6425176462915B098649B,2020-09-12,0
44DABDC4EBE6425176462915B098649B,2020-09-13,0
44DABDC4EBE6425176462915B098649B,2020-09-15,0
44DB8AD8DB4048A2C2F587C55E68D52C,2020-09-12,0
44DB8AD8DB4048A2C2F587C55E68D52C,2020-09-13,0
44DB8AD8DB4048A2C2F587C55E68D52C,2020-09-14,0
44DB8AD8DB4048A2C2F587C55E68D52C,2020-09-15,0
44DBFBECD608FDFF54ADA3462DB96B30,2020-09-11,0
44DBFBECD608FDFF54ADA3462DB96B30,2020-09-12,0
44DBFBECD608FDFF54ADA3462DB96B30,2020-09-13,0
44DBFBECD608FDFF54ADA3462DB96B30,2020-09-15,0
44DF68850F11CC01BA4AEDAFC287E849,2020-09-11,0
44DF68850F11CC01BA4AEDAFC287E849,2020-09-12,0
44DF68850F11CC01BA4AEDAFC287E849,2020-09-13,0
44DF68850F11CC01BA4AEDAFC287E849,2020-09-14,0
44DF68850F11CC01BA4AEDAFC287E849,2020-09-15,0
44E275F7A1D4DEFD05FA0311CC27A07E,2020-09-11,0
44E275F7A1D4DEFD05FA0311CC27A07E,2020-09-12,0
44E275F7A1D4DEFD05FA0311CC27A07E,2020-09-13,0
44E275F7A1D4DEFD05FA0311CC27A07E,2020-09-14,0
44E275F7A1D4DEFD05FA0311CC27A07E,2020-09-15,0
44EAB8D047FB8F0E01D92320E3395E11,2020-09-14,0
44EAB8D047FB8F0E01D92320E3395E11,2020-09-15,0
44EBB8EAFB1CE06B719F51A774F8781C,2020-09-11,0
44EBB8EAFB1CE06B719F51A774F8781C,2020-09-12,0
44EBB8EAFB1CE06B719F51A774F8781C,2020-09-13,0
44EBB8EAFB1CE06B719F51A774F8781C,2020-09-14,0
44EBB8EAFB1CE06B719F51A774F8781C,2020-09-15,0
44ECC1B03AFC5746B0D64A62B9E088EC,2020-09-11,0
44ECC1B03AFC5746B0D64A62B9E088EC,2020-09-12,0
44ECC1B03AFC5746B0D64A62B9E088EC,2020-09-13,0
44ECC1B03AFC5746B0D64A62B9E088EC,2020-09-14,0
44ECC1B03AFC5746B0D64A62B9E088EC,2020-09-15,0
44EEB671DB00D411928BEB278882DFC7,2020-09-11,0
44EEB671DB00D411928BEB278882DFC7,2020-09-12,0
44EEB671DB00D411928BEB278882DFC7,2020-09-15,0
44EEF087ABF4FC489B111FB89382B4D9,2020-09-11,0
44EEF087ABF4FC489B111FB89382B4D9,2020-09-12,0
44EEF087ABF4FC489B111FB89382B4D9,2020-09-13,0
44EEF087ABF4FC489B111FB89382B4D9,2020-09-14,0
44EEF087ABF4FC489B111FB89382B4D9,2020-09-15,0
44F464D9BAF44C3186677387670C7CF8,2020-09-11,0
44F464D9BAF44C3186677387670C7CF8,2020-09-12,0
44F464D9BAF44C3186677387670C7CF8,2020-09-13,0
44F464D9BAF44C3186677387670C7CF8,2020-09-14,0
44F464D9BAF44C3186677387670C7CF8,2020-09-15,0
44F5CB1F03BC0BBF9AE50037F1E75A01,2020-09-11,0
44F5CB1F03BC0BBF9AE50037F1E75A01,2020-09-12,0
44F5CB1F03BC0BBF9AE50037F1E75A01,2020-09-13,0
44F5CB1F03BC0BBF9AE50037F1E75A01,2020-09-14,0
44F5CB1F03BC0BBF9AE50037F1E75A01,2020-09-15,0
44F5CC0F78F1C04D3D2358CD59E0D45C,2020-09-11,0
44F5CC0F78F1C04D3D2358CD59E0D45C,2020-09-12,0
44F5CC0F78F1C04D3D2358CD59E0D45C,2020-09-13,0
44F5CC0F78F1C04D3D2358CD59E0D45C,2020-09-14,0
44F5CC0F78F1C04D3D2358CD59E0D45C,2020-09-15,0
44F5F82F530B7B9F52B0CCFCB99A737D,2020-09-11,0
44F5F82F530B7B9F52B0CCFCB99A737D,2020-09-12,0
44F5F82F530B7B9F52B0CCFCB99A737D,2020-09-13,0
44F5F82F530B7B9F52B0CCFCB99A737D,2020-09-14,0
44F5F82F530B7B9F52B0CCFCB99A737D,2020-09-15,0
44FE668C3558FF64B726062F0B636D2B,2020-09-11,0
44FE668C3558FF64B726062F0B636D2B,2020-09-12,0
44FE668C3558FF64B726062F0B636D2B,2020-09-13,0
44FE668C3558FF64B726062F0B636D2B,2020-09-14,0
44FE668C3558FF64B726062F0B636D2B,2020-09-15,0
450051468EA4512D5BAAC66EFC0CDC86,2020-09-14,0
450272707BE38308A7D6D1E5AE1FD78B,2020-09-12,0
450272707BE38308A7D6D1E5AE1FD78B,2020-09-13,0
450272707BE38308A7D6D1E5AE1FD78B,2020-09-14,0
45049556ADDF9AB426A670B1819E99F2,2020-09-11,0
45049556ADDF9AB426A670B1819E99F2,2020-09-12,0
45049556ADDF9AB426A670B1819E99F2,2020-09-13,0
45049556ADDF9AB426A670B1819E99F2,2020-09-14,0
45049556ADDF9AB426A670B1819E99F2,2020-09-15,0
450565504E016E6D7FA4FAC0B99871C4,2020-09-11,0
450565504E016E6D7FA4FAC0B99871C4,2020-09-12,0
450565504E016E6D7FA4FAC0B99871C4,2020-09-13,0
450CDE2DAB45021EEF24B7976E77C7E6,2020-09-11,0
450CDE2DAB45021EEF24B7976E77C7E6,2020-09-12,0
450CDE2DAB45021EEF24B7976E77C7E6,2020-09-14,0
450CDE2DAB45021EEF24B7976E77C7E6,2020-09-15,0
450EDB90CF4EB932180E0CF711925D52,2020-09-11,0
450EDB90CF4EB932180E0CF711925D52,2020-09-12,0
450EDB90CF4EB932180E0CF711925D52,2020-09-13,0
450EDB90CF4EB932180E0CF711925D52,2020-09-14,0
450EDB90CF4EB932180E0CF711925D52,2020-09-15,0
4510C3BB041E8F1AD8D89D825A7CE2ED,2020-09-11,0
4510C3BB041E8F1AD8D89D825A7CE2ED,2020-09-12,0
4510C3BB041E8F1AD8D89D825A7CE2ED,2020-09-14,0
4510C3BB041E8F1AD8D89D825A7CE2ED,2020-09-15,0
4517741A72BB8199A07C4E2DF34B3394,2020-09-11,0
4517741A72BB8199A07C4E2DF34B3394,2020-09-12,0
4517741A72BB8199A07C4E2DF34B3394,2020-09-14,0
4517741A72BB8199A07C4E2DF34B3394,2020-09-15,0
451B7D3D9BF95B638D81313F94C7A89A,2020-09-11,0
451B7D3D9BF95B638D81313F94C7A89A,2020-09-12,0
451B7D3D9BF95B638D81313F94C7A89A,2020-09-13,0
451B7D3D9BF95B638D81313F94C7A89A,2020-09-14,0
451B7D3D9BF95B638D81313F94C7A89A,2020-09-15,0
451BFA0A193A300574228893E07BC2A8,2020-09-11,0
451BFA0A193A300574228893E07BC2A8,2020-09-12,0
451BFA0A193A300574228893E07BC2A8,2020-09-13,0
451BFA0A193A300574228893E07BC2A8,2020-09-14,0
451BFA0A193A300574228893E07BC2A8,2020-09-15,0
452309AEE56067FA948CBDE6CFE7CA86,2020-09-11,0
452309AEE56067FA948CBDE6CFE7CA86,2020-09-12,0
4525C2AB7C61A7FB6A6C3D2AA9399B42,2020-09-11,0
4525C2AB7C61A7FB6A6C3D2AA9399B42,2020-09-12,0
4525C2AB7C61A7FB6A6C3D2AA9399B42,2020-09-13,0
4525C2AB7C61A7FB6A6C3D2AA9399B42,2020-09-14,0
45265F7922826EAC8D1769166E8C77AC,2020-09-11,0
45265F7922826EAC8D1769166E8C77AC,2020-09-12,0
45265F7922826EAC8D1769166E8C77AC,2020-09-13,0
45265F7922826EAC8D1769166E8C77AC,2020-09-14,0
45265F7922826EAC8D1769166E8C77AC,2020-09-15,0
